genome_id,kingdom,specie,protein,mono_score,dimer_score,class,genome_predominant_architecture_type
GCA_000010985.1,Pseudomonadati,Deferribacter desulfuricans,AP011529.1_658509_659585,,234.5,dimeric,ambiguous
GCA_000010985.1,Pseudomonadati,Deferribacter desulfuricans,AP011529.1_918995_921235,1284.4,,monomeric,ambiguous
GCA_000011005.1,Methanobacteriati,Methanocella paludicola,AP011532.1_2946039_2947178,,264.9,dimeric,predominantly_dimeric
GCA_000011005.1,Methanobacteriati,Methanocella paludicola,AP011532.1_438332_439345,,325.5,dimeric,predominantly_dimeric
GCA_000011005.1,Methanobacteriati,Methanocella paludicola,AP011532.1_1970847_1971818,,278.9,dimeric,predominantly_dimeric
GCA_000011025.1,Bacillati,Rothia mucilaginosa,AP011540.1_818130_819185,,242.3,dimeric,predominantly_dimeric
GCA_000011065.1,Pseudomonadati,Bacteroides thetaiotaomicron,AE015928.1_2329929_2330990,,200.1,dimeric,predominantly_dimeric
GCA_000011065.1,Pseudomonadati,Bacteroides thetaiotaomicron,AE015928.1_2593087_2594277,,551.3,dimeric,predominantly_dimeric
GCA_000011065.1,Pseudomonadati,Bacteroides thetaiotaomicron,AE015928.1_2731204_2733897,39.9,,monomeric,predominantly_dimeric
GCA_000011085.1,Methanobacteriati,Haloarcula marismortui,AY596297.1_3023496_3024758,,538.2,dimeric,predominantly_dimeric
GCA_000011085.1,Methanobacteriati,Haloarcula marismortui,AY596297.1_300286_301269,,286.3,dimeric,predominantly_dimeric
GCA_000011105.1,Methanobacteriati,Pyrococcus horikoshii,BA000001.2_1512308_1513345,,247.0,dimeric,predominantly_dimeric
GCA_000011125.1,Thermoproteati,Aeropyrum pernix,BA000002.3_461515_462813,,466.7,dimeric,predominantly_dimeric
GCA_000011145.1,Bacillati,Halalkalibacterium halodurans,BA000004.3_3276099_3277367,,605.6,dimeric,predominantly_dimeric
GCA_000011145.1,Bacillati,Halalkalibacterium halodurans,BA000004.3_3177488_3178579,,256.0,dimeric,predominantly_dimeric
GCA_000011145.1,Bacillati,Halalkalibacterium halodurans,BA000004.3_1152822_1153883,,222.4,dimeric,predominantly_dimeric
GCA_000011185.1,Methanobacteriati,Thermoplasma volcanium,BA000011.4_200001_201218,,542.2,dimeric,predominantly_dimeric
GCA_000011205.1,Thermoproteati,Sulfurisphaera tokodaii,BA000023.2_440189_441202,,289.4,dimeric,predominantly_dimeric
GCA_000011205.1,Thermoproteati,Sulfurisphaera tokodaii,BA000023.2_2162834_2164063,,501.2,dimeric,predominantly_dimeric
GCA_000011245.1,Bacillati,Oceanobacillus iheyensis,BA000028.3_2201051_2202319,,603.3,dimeric,predominantly_dimeric
GCA_000011245.1,Bacillati,Oceanobacillus iheyensis,BA000028.3_696807_697868,,231.8,dimeric,predominantly_dimeric
GCA_000011245.1,Bacillati,Oceanobacillus iheyensis,BA000028.3_2682076_2683176,,238.8,dimeric,predominantly_dimeric
GCA_000011345.1,Bacillati,Thermosynechococcus vestitus,BA000039.2_1660370_1661455,,240.4,dimeric,predominantly_dimeric
GCA_000011345.1,Bacillati,Thermosynechococcus vestitus,BA000039.2_284304_285380,,469.7,dimeric,predominantly_dimeric
GCA_000011385.1,Bacillati,Gloeobacter violaceus,BA000045.2_3292173_3293252,,450.5,dimeric,predominantly_dimeric
GCA_000011385.1,Bacillati,Gloeobacter violaceus,BA000045.2_3746812_3747900,,236.3,dimeric,predominantly_dimeric
GCA_000011385.1,Bacillati,Gloeobacter violaceus,BA000045.2_4200756_4201991,,408.7,dimeric,predominantly_dimeric
GCA_000011465.1,Bacillati,Prochlorococcus marinus,BX548174.1_1524255_1525679,,509.7,dimeric,predominantly_dimeric
GCA_000011465.1,Bacillati,Prochlorococcus marinus,BX548174.1_747739_748812,,216.1,dimeric,predominantly_dimeric
GCA_000011545.1,Pseudomonadati,Burkholderia pseudomallei,BX571966.1_2340376_2341443,,242.6,dimeric,predominantly_dimeric
GCA_000011545.1,Pseudomonadati,Burkholderia pseudomallei,BX571966.1_9774_10859,,226.9,dimeric,predominantly_dimeric
GCA_000011545.1,Pseudomonadati,Burkholderia pseudomallei,BX571965.1_1044191_1045450,,596.0,dimeric,predominantly_dimeric
GCA_000011565.2,Pseudomonadati,Candidatus Protochlamydia amoebophila,BX908798.2_2162336_2163784,,455.8,dimeric,predominantly_dimeric
GCA_000011585.1,Methanobacteriati,Methanococcus maripaludis,BX950229.1_873802_874821,,327.5,dimeric,predominantly_dimeric
GCA_000011585.1,Methanobacteriati,Methanococcus maripaludis,BX950229.1_543913_544905,,324.9,dimeric,predominantly_dimeric
GCA_000011605.1,Pseudomonadati,Pectobacterium atrosepticum,BX950851.1_4283764_4284855,,231.6,dimeric,predominantly_dimeric
GCA_000011605.1,Pseudomonadati,Pectobacterium atrosepticum,BX950851.1_2754499_2755752,,589.0,dimeric,predominantly_dimeric
GCA_000011645.1,Bacillati,Bacillus licheniformis,CP000002.3_2947154_2948470,,612.0,dimeric,predominantly_dimeric
GCA_000011645.1,Bacillati,Bacillus licheniformis,CP000002.3_2844963_2846075,,255.2,dimeric,predominantly_dimeric
GCA_000011645.1,Bacillati,Bacillus licheniformis,CP000002.3_3587448_3588557,,227.3,dimeric,predominantly_dimeric
GCA_000011685.1,Pseudomonadati,Gluconobacter oxydans,CP000009.1_206080_207189,,223.9,dimeric,predominantly_dimeric
GCA_000011685.1,Pseudomonadati,Gluconobacter oxydans,CP000009.1_1458991_1460013,,365.3,dimeric,predominantly_dimeric
GCA_000011745.1,Pseudomonadati,Candidatus Blochmanniella pennsylvanica,CP000016.1_166294_167394,,211.9,dimeric,predominantly_dimeric
GCA_000011805.1,Pseudomonadati,Aliivibrio fischeri,CP000020.2_2002651_2004879,1322.6,,monomeric,ambiguous
GCA_000011805.1,Pseudomonadati,Aliivibrio fischeri,CP000020.2_300015_301106,,239.9,dimeric,ambiguous
GCA_000011825.1,Bacillati,Streptococcus thermophilus,CP000023.1_1059276_1060313,,246.7,dimeric,predominantly_dimeric
GCA_000011825.1,Bacillati,Streptococcus thermophilus,CP000023.1_1116027_1117202,,535.0,dimeric,predominantly_dimeric
GCA_000011905.1,Bacillati,Dehalococcoides mccartyi,CP000027.1_426851_427930,,481.6,dimeric,predominantly_dimeric
GCA_000011905.1,Bacillati,Dehalococcoides mccartyi,CP000027.1_754386_755483,,212.2,dimeric,predominantly_dimeric
GCA_000011925.1,Bacillati,Staphylococcus epidermidis,CP000029.1_1296195_1297463,,593.0,dimeric,predominantly_dimeric
GCA_000011925.1,Bacillati,Staphylococcus epidermidis,CP000029.1_1709320_1710363,,199.1,dimeric,predominantly_dimeric
GCA_000011965.2,Pseudomonadati,Ruegeria pomeroyi,CP000031.2_230495_231598,,233.1,dimeric,ambiguous
GCA_000011965.2,Pseudomonadati,Ruegeria pomeroyi,CP000032.1_351557_353770,1157.0,,monomeric,ambiguous
GCA_000012265.1,Pseudomonadati,Pseudomonas protegens,CP000076.1_4216658_4217770,,214.1,dimeric,predominantly_dimeric
GCA_000012265.1,Pseudomonadati,Pseudomonas protegens,CP000076.1_2291362_2292444,,237.2,dimeric,predominantly_dimeric
GCA_000012265.1,Pseudomonadati,Pseudomonas protegens,CP000076.1_4486328_4487584,,580.1,dimeric,predominantly_dimeric
GCA_000012265.1,Pseudomonadati,Pseudomonas protegens,CP000076.1_4488090_4490315,1311.9,,monomeric,predominantly_dimeric
GCA_000012285.1,Thermoproteati,Sulfolobus acidocaldarius,CP000077.1_480116_481129,,274.0,dimeric,predominantly_dimeric
GCA_000012285.1,Thermoproteati,Sulfolobus acidocaldarius,CP000077.1_2224399_2225628,,482.4,dimeric,predominantly_dimeric
GCA_000012305.1,Pseudomonadati,Psychrobacter arcticus,CP000082.1_1706719_1707822,,228.4,dimeric,ambiguous
GCA_000012305.1,Pseudomonadati,Psychrobacter arcticus,CP000082.1_350508_352727,1257.9,34.4,monomeric,ambiguous
GCA_000012325.1,Pseudomonadati,Colwellia psychrerythraea,CP000083.1_1393776_1396001,1249.4,,monomeric,predominantly_dimeric
GCA_000012325.1,Pseudomonadati,Colwellia psychrerythraea,CP000083.1_3029062_3030312,,576.5,dimeric,predominantly_dimeric
GCA_000012325.1,Pseudomonadati,Colwellia psychrerythraea,CP000083.1_3030554_3032785,1294.4,,monomeric,predominantly_dimeric
GCA_000012325.1,Pseudomonadati,Colwellia psychrerythraea,CP000083.1_3680607_3681614,,381.7,dimeric,predominantly_dimeric
GCA_000012325.1,Pseudomonadati,Colwellia psychrerythraea,CP000083.1_4430113_4431201,,230.3,dimeric,predominantly_dimeric
GCA_000012345.1,Pseudomonadati,Candidatus Pelagibacter communis,CP000084.1_253956_255062,,239.6,dimeric,predominantly_dimeric
GCA_000012345.1,Pseudomonadati,Candidatus Pelagibacter communis,CP000084.1_631202_632416,,420.6,dimeric,predominantly_dimeric
GCA_000012445.1,Pseudomonadati,Pseudomonas fluorescens,CP000094.2_2161069_2162151,,238.1,dimeric,predominantly_dimeric
GCA_000012445.1,Pseudomonadati,Pseudomonas fluorescens,CP000094.2_4060263_4061519,,588.4,dimeric,predominantly_dimeric
GCA_000012445.1,Pseudomonadati,Pseudomonas fluorescens,CP000094.2_4062001_4064226,1313.8,,monomeric,predominantly_dimeric
GCA_000012465.1,Bacillati,Prochlorococcus marinus,CP000095.2_746909_747988,,243.4,dimeric,predominantly_dimeric
GCA_000012465.1,Bacillati,Prochlorococcus marinus,CP000095.2_1656922_1658346,,504.4,dimeric,predominantly_dimeric
GCA_000012485.1,Pseudomonadati,Pelodictyon luteolum,CP000096.1_538383_540608,1303.4,,monomeric,ambiguous
GCA_000012485.1,Pseudomonadati,Pelodictyon luteolum,CP000096.1_704251_705312,,240.6,dimeric,ambiguous
GCA_000012545.1,Methanobacteriati,Methanosphaera stadtmanae,CP000102.1_784543_785514,,304.9,dimeric,predominantly_dimeric
GCA_000012545.1,Methanobacteriati,Methanosphaera stadtmanae,CP000102.1_1665830_1666804,,312.0,dimeric,predominantly_dimeric
GCA_000012565.1,Pseudomonadati,Ehrlichia canis,CP000107.1_1251161_1252609,,422.6,dimeric,predominantly_dimeric
GCA_000012625.1,Bacillati,Synechococcus sp. CC9605,CP000110.1_164316_165740,,512.2,dimeric,predominantly_dimeric
GCA_000012625.1,Bacillati,Synechococcus sp. CC9605,CP000110.1_1695528_1696601,,232.0,dimeric,predominantly_dimeric
GCA_000012645.1,Bacillati,Prochlorococcus marinus,CP000111.1_1576054_1577478,,517.5,dimeric,predominantly_dimeric
GCA_000012645.1,Bacillati,Prochlorococcus marinus,CP000111.1_739777_740850,,230.4,dimeric,predominantly_dimeric
GCA_000012665.1,Pseudomonadati,Oleidesulfovibrio alaskensis,CP000112.1_3211979_3213055,,243.9,dimeric,predominantly_dimeric
GCA_000012665.1,Pseudomonadati,Oleidesulfovibrio alaskensis,CP000112.1_3437477_3438625,,509.5,dimeric,predominantly_dimeric
GCA_000012685.1,Pseudomonadati,Myxococcus xanthus,CP000113.1_7818166_7819170,,383.7,dimeric,predominantly_dimeric
GCA_000012685.1,Pseudomonadati,Myxococcus xanthus,CP000113.1_4121250_4122548,,567.3,dimeric,predominantly_dimeric
GCA_000012685.1,Pseudomonadati,Myxococcus xanthus,CP000113.1_1499048_1500058,,247.2,dimeric,predominantly_dimeric
GCA_000012725.1,Pseudomonadati,Nitrobacter winogradskyi,CP000115.1_1428024_1429235,,420.8,dimeric,predominantly_dimeric
GCA_000012725.1,Pseudomonadati,Nitrobacter winogradskyi,CP000115.1_3031658_3032770,,228.8,dimeric,predominantly_dimeric
GCA_000012745.1,Pseudomonadati,Thiobacillus denitrificans,CP000116.1_903000_904241,,587.5,dimeric,predominantly_dimeric
GCA_000012745.1,Pseudomonadati,Thiobacillus denitrificans,CP000116.1_2016826_2017887,,251.3,dimeric,predominantly_dimeric
GCA_000012805.1,Pseudomonadati,Nitrosococcus oceani,CP000127.1_1526773_1528041,,578.3,dimeric,predominantly_dimeric
GCA_000012805.1,Pseudomonadati,Nitrosococcus oceani,CP000127.1_1122030_1123118,,236.9,dimeric,predominantly_dimeric
GCA_000012825.1,Pseudomonadati,Phocaeicola vulgatus,CP000139.1_2540882_2542027,,545.7,dimeric,predominantly_dimeric
GCA_000012825.1,Pseudomonadati,Phocaeicola vulgatus,CP000139.1_2598528_2599589,,198.9,dimeric,predominantly_dimeric
GCA_000012845.1,Pseudomonadati,Parabacteroides distasonis,CP000140.1_2429703_2430764,,187.7,dimeric,predominantly_dimeric
GCA_000012845.1,Pseudomonadati,Parabacteroides distasonis,CP000140.1_1251526_1252803,,543.3,dimeric,predominantly_dimeric
GCA_000012865.1,Bacillati,Carboxydothermus hydrogenoformans,CP000141.1_456170_457294,,240.0,dimeric,predominantly_dimeric
GCA_000012865.1,Bacillati,Carboxydothermus hydrogenoformans,CP000141.1_983029_984027,,450.6,dimeric,predominantly_dimeric
GCA_000012885.1,Pseudomonadati,Syntrophotalea carbinolica,CP000142.2_2218557_2219654,,238.0,dimeric,predominantly_dimeric
GCA_000012885.1,Pseudomonadati,Syntrophotalea carbinolica,CP000142.2_698255_699331,,253.8,dimeric,predominantly_dimeric
GCA_000012885.1,Pseudomonadati,Syntrophotalea carbinolica,CP000142.2_1215189_1216586,,578.5,dimeric,predominantly_dimeric
GCA_000012905.2,Pseudomonadati,Cereibacter sphaeroides,CP000143.2_147828_149042,,422.9,dimeric,predominantly_dimeric
GCA_000012905.2,Pseudomonadati,Cereibacter sphaeroides,CP000143.2_2176305_2177519,,421.6,dimeric,predominantly_dimeric
GCA_000012905.2,Pseudomonadati,Cereibacter sphaeroides,CP000143.2_2609419_2610528,,232.3,dimeric,predominantly_dimeric
GCA_000012905.2,Pseudomonadati,Cereibacter sphaeroides,CP000144.2_452688_453770,,240.6,dimeric,predominantly_dimeric
GCA_000012905.2,Pseudomonadati,Cereibacter sphaeroides,CP000144.2_453781_454854,,235.2,dimeric,predominantly_dimeric
GCA_000012905.2,Pseudomonadati,Cereibacter sphaeroides,CP000145.2_10377_11432,,217.7,dimeric,predominantly_dimeric
GCA_000012925.1,Pseudomonadati,Geobacter metallireducens,CP000148.1_1521978_1524200,1301.8,,monomeric,ambiguous
GCA_000012925.1,Pseudomonadati,Geobacter metallireducens,CP000148.1_672920_674008,,236.1,dimeric,ambiguous
GCA_000012965.1,Pseudomonadati,Sulfurimonas denitrificans,CP000153.1_1110707_1112896,1125.8,,monomeric,ambiguous
GCA_000012965.1,Pseudomonadati,Sulfurimonas denitrificans,CP000153.1_1158152_1159219,,242.6,dimeric,ambiguous
GCA_000012985.1,Pseudomonadati,Hahella chejuensis,CP000155.1_2482874_2483956,,245.0,dimeric,predominantly_dimeric
GCA_000012985.1,Pseudomonadati,Hahella chejuensis,CP000155.1_3310603_3312822,1273.9,,monomeric,predominantly_dimeric
GCA_000012985.1,Pseudomonadati,Hahella chejuensis,CP000155.1_2398988_2400247,,582.9,dimeric,predominantly_dimeric
GCA_000013005.1,Pseudomonadati,Erythrobacter litoralis,CP000157.1_1592290_1593510,,430.5,dimeric,predominantly_dimeric
GCA_000013005.1,Pseudomonadati,Erythrobacter litoralis,CP000157.1_1708652_1709710,,243.9,dimeric,predominantly_dimeric
GCA_000013025.1,Pseudomonadati,Hyphomonas neptunium,CP000158.1_1185186_1186403,,422.9,dimeric,predominantly_dimeric
GCA_000013025.1,Pseudomonadati,Hyphomonas neptunium,CP000158.1_46142_47194,,220.8,dimeric,predominantly_dimeric
GCA_000013045.1,Pseudomonadati,Salinibacter ruber,CP000159.1_2079955_2080977,,387.1,dimeric,predominantly_dimeric
GCA_000013045.1,Pseudomonadati,Salinibacter ruber,CP000159.1_2440244_2441479,,522.0,dimeric,predominantly_dimeric
GCA_000013045.1,Pseudomonadati,Salinibacter ruber,CP000159.1_2656181_2657278,,239.1,dimeric,predominantly_dimeric
GCA_000013085.1,Pseudomonadati,Rhodospirillum rubrum,CP000230.1_1408395_1409507,,222.0,dimeric,predominantly_dimeric
GCA_000013085.1,Pseudomonadati,Rhodospirillum rubrum,CP000230.1_430719_431936,,433.6,dimeric,predominantly_dimeric
GCA_000013125.1,Pseudomonadati,Anaplasma phagocytophilum,CP000235.1_1232135_1233568,,409.8,dimeric,predominantly_dimeric
GCA_000013145.1,Pseudomonadati,Ehrlichia chaffeensis,CP000236.1_1136453_1137901,,421.7,dimeric,predominantly_dimeric
GCA_000013165.1,Pseudomonadati,Ehrlichia sennetsu,CP000237.1_141195_142610,,416.9,dimeric,predominantly_dimeric
GCA_000013225.1,Bacillati,Synechococcus sp. JA-2-3B'a(2-13),CP000240.1_1701592_1702707,,270.4,dimeric,predominantly_dimeric
GCA_000013225.1,Bacillati,Synechococcus sp. JA-2-3B'a(2-13),CP000240.1_1754173_1755255,,482.5,dimeric,predominantly_dimeric
GCA_000013325.1,Pseudomonadati,Novosphingobium aromaticivorans,CP000248.1_1324213_1325436,,433.8,dimeric,predominantly_dimeric
GCA_000013325.1,Pseudomonadati,Novosphingobium aromaticivorans,CP000248.1_2899712_2900770,,240.5,dimeric,predominantly_dimeric
GCA_000013325.1,Pseudomonadati,Novosphingobium aromaticivorans,CP000248.1_3150843_3151922,,232.9,dimeric,predominantly_dimeric
GCA_000013325.1,Pseudomonadati,Novosphingobium aromaticivorans,CP000676.1_62994_64061,,230.6,dimeric,predominantly_dimeric
GCA_000013345.1,Bacillati,Frankia casuarinae,CP000249.1_4336969_4338096,,223.1,dimeric,ambiguous
GCA_000013345.1,Bacillati,Frankia casuarinae,CP000249.1_2574954_2577236,1270.8,,monomeric,ambiguous
GCA_000013365.1,Pseudomonadati,Rhodopseudomonas palustris,CP000250.1_4161511_4162584,,238.0,dimeric,predominantly_dimeric
GCA_000013365.1,Pseudomonadati,Rhodopseudomonas palustris,CP000250.1_4267144_4268370,,438.7,dimeric,predominantly_dimeric
GCA_000013365.1,Pseudomonadati,Rhodopseudomonas palustris,CP000250.1_380508_381620,,222.3,dimeric,predominantly_dimeric
GCA_000013385.1,Pseudomonadati,Anaeromyxobacter dehalogenans,CP000251.1_2333073_2334134,,216.5,dimeric,predominantly_dimeric
GCA_000013385.1,Pseudomonadati,Anaeromyxobacter dehalogenans,CP000251.1_2512606_2514837,1292.5,,monomeric,predominantly_dimeric
GCA_000013385.1,Pseudomonadati,Anaeromyxobacter dehalogenans,CP000251.1_1863974_1865287,,560.9,dimeric,predominantly_dimeric
GCA_000013405.1,Pseudomonadati,Syntrophus aciditrophicus,CP000252.1_1984516_1985733,,355.3,dimeric,predominantly_dimeric
GCA_000013405.1,Pseudomonadati,Syntrophus aciditrophicus,CP000252.1_2580093_2581160,,257.1,dimeric,predominantly_dimeric
GCA_000013425.1,Bacillati,Staphylococcus aureus,CP000253.1_1701494_1702762,,589.0,dimeric,predominantly_dimeric
GCA_000013425.1,Bacillati,Staphylococcus aureus,CP000253.1_2118248_2119294,,212.5,dimeric,predominantly_dimeric
GCA_000013445.1,Methanobacteriati,Methanospirillum hungatei,CP000254.1_2032428_2033417,,269.5,dimeric,predominantly_dimeric
GCA_000013445.1,Methanobacteriati,Methanospirillum hungatei,CP000254.1_2615608_2616723,,287.5,dimeric,predominantly_dimeric
GCA_000013565.1,Pseudomonadati,Jannaschia sp. CCS1,CP000264.1_2377744_2378958,,417.8,dimeric,predominantly_dimeric
GCA_000013565.1,Pseudomonadati,Jannaschia sp. CCS1,CP000264.1_2375278_2377473,1143.7,,monomeric,predominantly_dimeric
GCA_000013565.1,Pseudomonadati,Jannaschia sp. CCS1,CP000264.1_117998_119098,,222.3,dimeric,predominantly_dimeric
GCA_000013605.1,Pseudomonadati,Rhodoferax ferrireducens,CP000267.1_883332_884420,,229.3,dimeric,predominantly_dimeric
GCA_000013605.1,Pseudomonadati,Rhodoferax ferrireducens,CP000267.1_446021_447088,,222.4,dimeric,predominantly_dimeric
GCA_000013605.1,Pseudomonadati,Rhodoferax ferrireducens,CP000267.1_3049966_3051219,,578.6,dimeric,predominantly_dimeric
GCA_000013605.1,Pseudomonadati,Rhodoferax ferrireducens,CP000267.1_2653021_2654058,,341.8,dimeric,predominantly_dimeric
GCA_000013605.1,Pseudomonadati,Rhodoferax ferrireducens,CP000267.1_2620344_2621378,,339.2,dimeric,predominantly_dimeric
GCA_000013605.1,Pseudomonadati,Rhodoferax ferrireducens,CP000267.1_2461057_2462142,,218.1,dimeric,predominantly_dimeric
GCA_000013605.1,Pseudomonadati,Rhodoferax ferrireducens,CP000267.1_1931031_1932101,,253.6,dimeric,predominantly_dimeric
GCA_000013625.1,Pseudomonadati,Janthinobacterium sp. Marseille,CP000269.1_1404405_1405481,,215.5,dimeric,predominantly_dimeric
GCA_000013625.1,Pseudomonadati,Janthinobacterium sp. Marseille,CP000269.1_2445080_2446150,,257.4,dimeric,predominantly_dimeric
GCA_000013625.1,Pseudomonadati,Janthinobacterium sp. Marseille,CP000269.1_3893953_3895002,,349.2,dimeric,predominantly_dimeric
GCA_000013625.1,Pseudomonadati,Janthinobacterium sp. Marseille,CP000269.1_4103258_4105486,1303.5,,monomeric,predominantly_dimeric
GCA_000013665.1,Pseudomonadati,Saccharophagus degradans,CP000282.1_2151745_2153973,1326.1,,monomeric,ambiguous
GCA_000013665.1,Pseudomonadati,Saccharophagus degradans,CP000282.1_2667749_2668822,,241.6,dimeric,ambiguous
GCA_000013685.1,Pseudomonadati,Rhodopseudomonas palustris,CP000283.1_2060838_2061917,,242.8,dimeric,predominantly_dimeric
GCA_000013685.1,Pseudomonadati,Rhodopseudomonas palustris,CP000283.1_1953739_1954962,,435.6,dimeric,predominantly_dimeric
GCA_000013685.1,Pseudomonadati,Rhodopseudomonas palustris,CP000283.1_564693_565805,,227.8,dimeric,predominantly_dimeric
GCA_000013705.1,Pseudomonadati,Methylobacillus flagellatus,CP000284.1_2286543_2287784,,580.5,dimeric,predominantly_dimeric
GCA_000013705.1,Pseudomonadati,Methylobacillus flagellatus,CP000284.1_1823695_1824750,,257.6,dimeric,predominantly_dimeric
GCA_000013725.1,Methanobacteriati,Methanococcoides burtonii,CP000300.1_1710683_1711810,,254.2,dimeric,predominantly_dimeric
GCA_000013725.1,Methanobacteriati,Methanococcoides burtonii,CP000300.1_1653370_1654101,,230.7,dimeric,predominantly_dimeric
